Mes;Dia;Fecha;Hora;Temp externa (°C);Max temp (°C);Min Temp (°C);HR% Ext;Punto Rocio;Velocidad Viento;Direccion Viento;Wind Run;Hi Speed;Hi Dir;Wind Chill;Heat Index;THW Index;THSW Index;Presion Bar (milibar);LLUVIA (mm);tasa lluvia;Radiacion Solar (W/m2);Energía Solar (langleys);Hi Solar Rad;UV Index;UV Dose;Hi UV;Heat D-D;Cool D-D;Temp  interior;HR% int;Punto Rocio int;Heat index int;EMC;In Air Density;ET (mm);Wind Samp;Wind TX;ISS Recept;Arc Int
Mayo;26;26/05/2017;6:00 p. m.;26,1;26,1;25,8;82;22,7;0;SE;0;2,2;SSE;26,1;28,3;28,3;28,2;1011;0;0;43;3,7;51;0;0;0;0;0,322;29,8;73;24,5;35,3;13,54;11.278;0,0254;1248;5;100;60
Mayo;26;26/05/2017;7:00 p. m.;25,8;26,1;25,8;82;22,5;0;WNW;0;0,9;WNW;25,8;28;28;27,4;1011,6;0;0;12;1,03;46;0;0;0;0;0,313;29,5;72;23,9;34,3;13,25;11.308;0;1254;5;100;60
Mayo;26;26/05/2017;8:00 p. m.;25,5;25,8;25,4;83;22,4;0;WNW;0;1,3;WNW;25,5;27,6;27,6;26,8;1011,8;0;0;0;0;0;0;0;0;0;0,299;29,2;73;23,8;33,8;13,56;11.325;0,0254;1257;5;100;60
Mayo;26;26/05/2017;9:00 p. m.;25;25,5;25;84;22,1;0;NW;0;1,3;NW;25;26,9;26,9;26,2;1011,9;0;0;0;0;0;0;0;0;0;0,278;28,9;73;23,6;33,4;13,57;11.339;0,0254;1263;5;100;60
Mayo;26;26/05/2017;10:00 p. m.;24,8;25;24,8;84;21,9;0;NW;0;0,9;NW;24,8;26,7;26,7;25,9;1012,1;0;0;0;0;0;0;0;0;0;0,271;28,6;74;23,5;32,8;13,88;11.356;0,0254;1271;5;100;60
Mayo;26;26/05/2017;11:00 p. m.;24,6;24,9;24,6;85;21,9;0;NW;0;0,9;NW;24,6;26,4;26,4;25,6;1012,9;0;0;0;0;0;0;0;0;0;0,259;28,3;74;23,2;31,9;13,89;11.384;0,0254;1272;5;100;60
Mayo;27;27/05/2017;12:00 a. m.;24,4;24,6;24,4;86;21,9;0;---;0;0;---;24,4;26,2;26,2;25,4;1012,6;0;0;0;0;0;0;0;0;0;0,252;28,1;75;23,2;31,6;14,3;11.389;0,0254;1271;5;100;60
Mayo;27;27/05/2017;1:00 a. m.;24,3;24,4;24,3;86;21,8;0;NW;0;0,4;NW;24,3;26,1;26,1;25,3;1012,4;0;0;0;0;0;0;0;0;0;0,248;27,8;75;23;31;14,31;11.400;0,0254;1271;5;100;60
Mayo;27;27/05/2017;2:00 a. m.;24,1;24,3;24,1;86;21,6;0;---;0;0;---;24,1;25,8;25,8;24,9;1011,6;0;0;0;0;0;0;0;0;0;0,238;27,7;75;22,8;30,6;14,31;11.399;0,0254;1273;5;100;60
Mayo;27;27/05/2017;3:00 a. m.;23,8;24,1;23,8;86;21,3;0;NW;0;0,4;NW;23,8;25,5;25,5;24,7;1012,1;0;0;0;0;0;0;0;0;0;0,229;27,4;76;22,8;30,3;14,62;11.414;0,0254;1273;5;100;60
Mayo;27;27/05/2017;4:00 a. m.;23,8;23,8;23,7;86;21,3;0;NW;0;0,4;NW;23,8;25,5;25,5;24,7;1012,5;0;0;0;0;0;0;0;0;0;0,229;27,3;76;22,7;30,1;14,63;11.424;0,0254;1274;5;100;60
Mayo;27;27/05/2017;5:00 a. m.;23,8;23,8;23,7;86;21,3;0;NW;0;0,4;NW;23,8;25,4;25,4;24,6;1012,7;0;0;0;0;0;0;0;0;0;0,227;27,2;76;22,6;29,8;14,63;11.433;0,0254;1272;5;100;60
Mayo;27;27/05/2017;6:00 a. m.;23,5;23,8;23,5;87;21,2;0;---;0;0;---;23,5;24,9;24,9;24,1;1013,1;0;0;4;0,34;18;0;0;0;0;0,215;27,1;77;22,7;29,7;14,93;11.441;0;1269;5;100;60
Mayo;27;27/05/2017;7:00 a. m.;24,3;24,3;23,5;87;22;0;---;0;0;---;24,3;26,1;26,1;26,7;1013,6;0;0;46;3,96;95;0;0;0;0;0,248;27;77;22,6;29,5;14,94;11.452;0,0254;1266;5;100;60
Mayo;27;27/05/2017;8:00 a. m.;25,8;25,8;24,3;86;23,3;0;W;0;1,3;WNW;25,8;28,3;28,3;30,9;1013,9;0;0;173;14,88;390;1;0,43;2;0;0,31;27,2;74;22,2;29,6;13,93;11.456;0,1016;1267;5;100;60
Mayo;27;27/05/2017;9:00 a. m.;28,6;28,8;25,8;76;24;0,4;W;1,61;1,8;NW;28,6;33,2;33,2;38,9;1014,7;0;0;476;40,94;701;3;1,29;4,1;0;0,428;25,4;45;12,6;25,2;8,4;11.677;0,3048;1240;5;99,7;60
Mayo;27;27/05/2017;10:00 a. m.;30,4;30,4;28,3;70;24,4;0;W;0;1,8;NW;30,4;36,2;36,2;42;1014,6;0;0;541;46,53;842;5,5;2,36;8,3;0;0,505;25,3;42;11,4;24,9;7,9;11.693;0,381;1251;5;100;60
Mayo;27;27/05/2017;11:00 a. m.;32,1;32,1;30,5;64;24,4;0,4;WSW;1,61;1,8;WSW;32,1;38,5;38,5;45,6;1014,3;0;0;826;71,05;972;9;3,86;10,6;0;0,572;27,9;45;14,9;28;8,3;11.546;0,5334;1264;5;100;60
Mayo;27;27/05/2017;12:00 p. m.;32,3;33,1;31,9;63;24,4;0,4;W;1,61;1,8;WSW;32,3;38,9;38,9;45,9;1013,7;0;0;741;63,73;1041;9,1;3,9;11,7;0;0,583;30,7;56;20,9;33,7;10;11.344;0,508;1265;5;100;60
Mayo;27;27/05/2017;1:00 p. m.;31,6;33,3;31,2;67;24,7;0,4;NNW;1,61;3,1;N;31,6;37,8;37,8;42,6;1012,8;0;0;414;35,61;988;6,6;2,83;11,7;0;0,551;31,9;61;23,4;37,1;10,77;11.244;0,3048;1265;5;100;60
Mayo;27;27/05/2017;2:00 p. m.;33,6;33,7;31,6;60;24,7;0,4;NNW;1,61;3,1;N;33,6;41,1;41,1;47,5;1011,7;0;0;616;52,98;969;7,2;3,09;9,9;0;0,634;32,5;63;24,5;39,4;11,14;11.186;0,4572;1273;5;100;60
Mayo;27;27/05/2017;3:00 p. m.;33,4;33,6;32,4;62;25,2;0,9;NNW;3,22;4;NNW;33,4;41,7;41,7;48,2;1011;0;0;584;50,23;905;5,5;2,36;7,6;0;0,63;33,2;64;25,5;41,8;11,25;11.132;0,4318;1266;5;100;60
Mayo;27;27/05/2017;4:00 p. m.;33,3;33,4;33,1;61;24,7;0,9;W;3,22;4;N;33,3;40,8;40,8;47,1;1010,5;0;0;496;42,66;652;3,4;1,46;4,7;0;0,623;33,8;64;26,1;43,7;11,25;11.091;0,381;1260;5;100;60
Mayo;27;27/05/2017;5:00 p. m.;32,5;33,3;32,4;60;23,7;0,9;NNW;3,22;2,7;NW;32,5;38,4;38,4;44,1;1010,5;0;0;305;26,23;410;1,4;0,6;2,3;0;0,59;33,8;63;25,8;43,2;11,09;11.096;0,2286;1269;5;100;60
Mayo;27;27/05/2017;6:00 p. m.;30,8;32,6;30,8;65;23,4;0,4;WSW;1,61;2,2;NNW;30,8;35,6;35,6;35,8;1010,9;0;0;98;8,43;200;0,3;0,13;0,8;0;0,519;33,4;64;25,7;42,5;11,25;11.118;0,0762;1272;5;100;60
Mayo;27;27/05/2017;7:00 p. m.;27,9;30,8;27,9;78;23,7;0;WSW;0;0,4;WSW;27,9;31,8;31,8;30,9;1011,9;0;0;3;0,26;23;0;0;0;0;0,4;32,7;65;25,3;40,7;11,45;11.164;0;1264;5;100;60
Mayo;27;27/05/2017;8:00 p. m.;27,6;27,9;27,5;80;23,8;0;SSE;0;0,9;SSE;27,6;31,1;31,1;30,1;1012,5;0;0;0;0;0;0;0;0;0;0,384;31,9;67;25;38,9;11,87;11.208;0,0254;1274;5;100;60
Mayo;27;27/05/2017;9:00 p. m.;27,2;27,5;27,2;81;23,7;0;SSE;0;0,4;SSE;27,2;30,4;30,4;29,5;1012,4;0;0;0;0;0;0;0;0;0;0,37;31,3;68;24,7;37,4;12,11;11.234;0,0254;1277;5;100;60
Mayo;27;27/05/2017;10:00 p. m.;26,3;27,2;26,3;84;23,4;0;---;0;0;---;26,3;29,1;29,1;28,1;1012,6;0;0;0;0;0;0;0;0;0;0,333;30,7;69;24,4;36,4;12,35;11.266;0,0254;1278;5;100;60
Mayo;27;27/05/2017;11:00 p. m.;25,9;26,3;25,9;84;23;0;---;0;0;---;25,9;28,4;28,4;27,4;1013,2;0;0;0;0;0;0;0;0;0;0,317;30,3;70;24,2;35,8;12,55;11.293;0,0254;1277;5;100;60
Mayo;28;28/05/2017;12:00 a. m.;25,7;26;25,7;84;22,8;0;---;0;0;---;25,7;28;28;27,1;1012,7;0;0;0;0;0;0;0;0;0;0,308;29,9;71;24,1;35,2;12,85;11.301;0,0254;1275;5;100;60
Mayo;28;28/05/2017;1:00 a. m.;25,6;25,8;25,6;85;22,8;0;---;0;0;---;25,6;27,8;27,8;26,9;1011,5;0;0;0;0;0;0;0;0;0;0,301;29,6;72;24;34,6;13,24;11.302;0,0254;1272;5;100;60
Mayo;28;28/05/2017;2:00 a. m.;25,2;25,6;25,2;85;22,5;0;SSE;0;0,4;SSE;25,2;27,3;27,3;26,3;1011,1;0;0;0;0;0;0;0;0;0;0,285;29,3;73;23,9;34,1;13,56;11.311;0,0254;1278;5;100;60
Mayo;28;28/05/2017;3:00 a. m.;24,7;25,2;24,7;86;22,2;0;---;0;0;---;24,7;26,7;26,7;25,6;1010,5;0;0;0;0;0;0;0;0;0;0,266;28,9;73;23,6;33,4;13,57;11.324;0,0254;1272;5;100;60
Mayo;28;28/05/2017;4:00 a. m.;24,3;24,7;24,3;86;21,8;0;---;0;0;---;24,3;26,1;26,1;25,1;1010,5;0;0;0;0;0;0;0;0;0;0,25;28,6;74;23,5;32,8;13,88;11.338;0,0254;1275;5;100;60
Mayo;28;28/05/2017;5:00 a. m.;24,2;24,3;24,1;86;21,7;0;---;0;0;---;24,2;25,9;25,9;24,9;1010,8;0;0;0;0;0;0;0;0;0;0,243;28,4;74;23,3;32,2;13,89;11.353;0,0254;1274;5;100;60
Mayo;28;28/05/2017;6:00 a. m.;23,9;24,2;23,9;86;21,5;0;---;0;0;---;23,9;25,7;25,7;24,6;1011,5;0;0;2;0,17;12;0;0;0;0;0,234;28,2;75;23,3;31,8;14,3;11.370;0;1271;5;100;60
Mayo;28;28/05/2017;7:00 a. m.;24,7;24,7;23,9;86;22,2;0;---;0;0;---;24,7;26,7;26,7;26,9;1012,1;0;0;32;2,75;77;0;0;0;0;0,266;28,1;75;23,2;31,6;14,3;11.383;0,0254;1264;5;100;60
Mayo;28;28/05/2017;8:00 a. m.;27,1;27,1;24,7;82;23,8;0;W;0;0,9;SSE;27,1;30,3;30,3;32,4;1012,5;0;0;138;11,87;392;0,9;0,39;2,1;0;0,366;28,4;75;23,5;32,4;14,29;11.369;0,1016;1274;5;100;60
Mayo;28;28/05/2017;9:00 a. m.;30,3;30,3;27,1;73;24,9;0;W;0;1,8;SSE;30,3;36,4;36,4;42,6;1012,6;0;0;524;45,07;656;3,6;1,54;5,1;0;0,498;29,4;74;24,3;34,5;13,85;11.317;0,3556;1273;5;100;60
Mayo;28;28/05/2017;10:00 a. m.;30,9;31,6;30,3;67;24,1;0,4;W;1,61;2,7;W;30,9;36,3;36,3;42,5;1012,7;0;0;598;51,43;789;6;2,57;8,2;0;0,525;28,1;48;16;28,4;8,8;11.508;0,4064;1260;5;100;60
Mayo;28;28/05/2017;11:00 a. m.;32,9;32,9;31;61;24,4;0,4;W;1,61;2,2;NNW;32,9;39,9;39,9;46,9;1012,1;0;0;786;67,6;1021;8,7;3,73;11;0;0,609;27,4;42;13,4;27,1;7,85;11.558;0,5334;1241;5;99,8;60
Mayo;28;28/05/2017;12:00 p. m.;33,1;33,8;32,8;61;24,5;0,4;W;1,61;2,2;NNW;33,1;40,2;40,2;47,3;1011,8;0;0;789;67,86;1088;9,9;4,24;12,1;0;0,613;32;52;20,9;35,2;9,35;11.275;0,5588;1258;5;100;60
Mayo;28;28/05/2017;1:00 p. m.;34,3;34,3;33,1;57;24,6;0,4;NNW;1,61;3,1;NNW;34,3;42,2;42,2;49,1;1010,8;0;0;917;78,87;1199;10,9;4,67;12,2;0;0,667;33,9;57;24,2;41,2;10,05;11.130;0,6096;1253;5;100;60
Mayo;28;28/05/2017;2:00 p. m.;34,6;34,7;33,9;59;25,4;0,9;W;3,22;3,1;NNW;34,6;43,7;43,7;50,6;1010,1;0;0;827;71,13;947;9,1;3,9;10,9;0;0,676;35,2;59;25,9;45,6;10,34;11.041;0,5842;1247;5;100;60
Mayo;28;28/05/2017;3:00 p. m.;34,6;34,8;33,3;56;24,5;0,9;NNW;3,22;3,1;WSW;34,6;42,5;42,5;49,1;1009,2;0;0;612;52,64;860;5,7;2,44;8;0;0,676;35,8;59;26,6;47,8;10,29;10.994;0,4572;1237;5;99,4;60
Mayo;28;28/05/2017;4:00 p. m.;34,1;34,6;34;54;23,5;1,3;NNW;4,83;3,6;WSW;34,1;40,5;40,5;46,9;1008,5;0;0;516;44,38;622;3,5;1,5;4,9;0;0,657;36,2;59;26,9;49,1;10,26;10.963;0,4064;1243;5;99,9;60
Mayo;28;28/05/2017;5:00 p. m.;33,7;34,5;33,7;56;23,7;0,4;W;1,61;3,1;WSW;33,7;40,1;40,1;45,8;1008,9;0;0;307;26,41;410;1,5;0,64;2,3;0;0,639;36;59;26,7;48,3;10,28;10.980;0,2286;1264;5;100;60
Mayo;28;28/05/2017;6:00 p. m.;31,8;33,8;31,8;64;24,1;0;WNW;0;1,3;NW;31,8;37,7;37,7;37,9;1009,7;0;0;96;8,26;197;0,3;0,13;0,8;0;0,56;35,4;60;26,5;46,9;10,52;11.014;0,0762;1269;5;100;60
Mayo;28;28/05/2017;7:00 p. m.;28,9;31,8;28,9;77;24,4;0;WNW;0;0,9;WNW;28,9;34,1;34,1;33,3;1010,1;0;0;3;0,26;19;0;0;0;0;0,44;34,4;63;26,4;45,1;11,07;11.057;0;1255;5;100;60
Mayo;28;28/05/2017;8:00 p. m.;27,6;28,9;27,6;82;24,3;0;---;0;0;---;27,6;31,6;31,6;30,7;1010,7;0;0;0;0;0;0;0;0;0;0,387;33,6;65;26,1;43,4;11,45;11.100;0,0254;1237;5;99,4;60
Mayo;28;28/05/2017;9:00 p. m.;27;27,6;26,9;83;23,9;0;WNW;0;0,4;WNW;27;30,2;30,2;29,3;1011,3;0;0;0;0;0;0;0;0;0;0,361;32,7;66;25,5;41,1;11,65;11.152;0,0254;1236;5;99,4;60
Mayo;28;28/05/2017;10:00 p. m.;26,7;27,2;26,7;83;23,5;0;---;0;0;---;26,7;29,6;29,6;28,6;1011,3;0;0;0;0;0;0;0;0;0;0,347;32,1;67;25,2;39,6;11,86;11.182;0,0254;1228;5;98,7;60
Mayo;28;28/05/2017;11:00 p. m.;26,4;26,7;26,4;82;23,1;0;WNW;0;0,4;WNW;26,4;29;29;28,1;1011,7;0;0;0;0;0;0;0;0;0;0,338;31,7;68;25;38,4;12,09;11.206;0,0254;1231;5;99;60
Mayo;29;29/05/2017;12:00 a. m.;26,2;26,6;26,2;81;22,6;0;---;0;0;---;26,2;28,4;28,4;27,4;1012;0;0;0;0;0;0;0;0;0;0,326;31,1;69;24,7;37;12,35;11.236;0,0254;1243;5;99,9;60
Mayo;29;29/05/2017;1:00 a. m.;25,4;26,2;25,4;81;21,9;0;WNW;0;0,4;WNW;25,4;27,3;27,3;26,2;1011,3;0;0;0;0;0;0;0;0;0;0,294;30,7;70;24,6;36,7;12,55;11.246;0,0254;1266;5;100;60
Mayo;29;29/05/2017;2:00 a. m.;25;25,4;25;83;21,9;0;---;0;0;---;25;26,9;26,9;25,8;1010,6;0;0;0;0;0;0;0;0;0;0,278;30,3;70;24,2;35,8;12,55;11.263;0,0254;1245;5;100;60
Mayo;29;29/05/2017;3:00 a. m.;24,7;25;24,7;84;21,8;0;---;0;0;---;24,7;26,6;26,6;25,5;1010,2;0;0;0;0;0;0;0;0;0;0,266;29,9;71;24,1;35,2;12,85;11.272;0,0254;1261;5;100;60
Mayo;29;29/05/2017;4:00 a. m.;24,4;24,7;24,4;85;21,7;0;WNW;0;0,4;WNW;24,4;26,2;26,2;25,1;1011,1;0;0;0;0;0;0;0;0;0;0,252;29,6;71;23,8;34,4;12,85;11.301;0,0254;1252;5;100;60
Mayo;29;29/05/2017;5:00 a. m.;24,3;24,6;24,3;85;21,6;0;---;0;0;---;24,3;26,1;26,1;25,1;1011,3;0;0;0;0;0;0;0;0;0;0,25;29,4;72;23,8;34,1;13,25;11.312;0,0254;1236;5;99,4;60
Mayo;29;29/05/2017;6:00 a. m.;24,1;24,3;24,1;84;21,2;0;---;0;0;---;24,1;25,8;25,8;24,7;1011,9;0;0;2;0,17;14;0;0;0;0;0,241;29,1;72;23,5;33,4;13,25;11.338;0;1244;5;100;60
Mayo;29;29/05/2017;7:00 a. m.;25,5;25,5;24,1;83;22,4;0;---;0;0;---;25,5;27,6;27,6;28,4;1012,7;0;0;52;4,47;72;0;0;0;0;0,299;28,9;73;23,6;33,4;13,57;11.349;0,0254;1244;5;100;60
Mayo;29;29/05/2017;8:00 a. m.;27,6;27,6;25,5;77;23,2;0;SE;0;1,8;SE;27,6;30,7;30,7;33,7;1012,7;0;0;193;16,6;392;1;0,43;2,2;0;0,384;29,2;73;23,8;33,8;13,56;11.336;0,127;1251;5;100;60
Mayo;29;29/05/2017;9:00 a. m.;30,1;30,1;27,6;69;23,7;0;W;0;2,7;SE;30,1;35,1;35,1;41,2;1013,1;0;0;523;44,98;657;3,7;1,59;5,3;0;0,488;30,3;72;24,7;36,2;13,22;11.282;0,3302;1267;5;100;60
Mayo;29;29/05/2017;10:00 a. m.;32,1;32,1;30,1;62;23,9;0;SSW;0;0,9;S;32,1;37,9;37,9;44,2;1013,4;0;0;606;52,12;775;6,1;2,61;8,2;0;0,572;30,6;56;20,8;33,5;10,01;11.346;0,4064;1253;5;100;60
Mayo;29;29/05/2017;11:00 a. m.;32,7;32,9;32,1;65;25,2;0,4;W;1,61;2,7;SE;32,7;40,6;40,6;47,6;1013,3;0;0;743;63,91;977;8,5;3,64;10,4;0;0,597;28,6;39;13,3;28,5;7,38;11.528;0,508;1240;5;99,7;60
Mayo;29;29/05/2017;12:00 p. m.;32,3;32,7;32,2;68;25,7;0;W;0;1,8;WNW;32,3;40,7;40,7;45,1;1013;0;0;371;31,91;724;5,2;2,23;8,2;0;0,583;28,3;35;11,4;27,6;6,73;11.558;0,2794;1267;5;100;60
Mayo;29;29/05/2017;1:00 p. m.;30,7;32,4;30,7;77;26,2;0;W;0;2,7;ESE;30,7;38,3;38,3;41,4;1012,2;0,254;0;254;21,85;443;3,8;1,63;5,5;0;0,514;27,7;34;10,4;26,8;6,58;11.583;0,1778;1273;5;100;60
Mayo;29;29/05/2017;2:00 p. m.;24,1;30,7;24,1;84;21,2;1,3;NNE;4,83;4,5;NE;24,1;25,7;25,7;25,9;1013,2;39,116;225,044;59;5,07;171;0,6;0,26;2,6;0;0,238;27,4;38;11,9;26,8;7,25;11.588;0,0508;1252;5;100;60
Mayo;29;29/05/2017;3:00 p. m.;23,6;24,1;23,5;85;20,9;0,4;NNE;1,61;3,1;ESE;23,6;24,9;24,9;25;1011,8;5,588;17,018;44;3,78;51;0;0;0;0;0,218;29,1;47;16,6;29,8;8,56;11.452;0,0254;1238;5;99,5;60
Mayo;29;29/05/2017;4:00 p. m.;23,9;24;23,6;85;21,3;0;NNE;0;0,9;NNE;23,9;25,6;25,6;25,8;1011,9;1,016;2,54;44;3,78;60;0;0;0;0;0,234;29,1;53;18,5;30,3;9,56;11.425;0,0254;1243;5;99,9;60
Mayo;29;29/05/2017;5:00 p. m.;24,2;24,3;23,9;86;21,7;0;W;0;0,4;WNW;24,2;26;26;25,7;1012,3;0;0;9;0,77;18;0;0;0;0;0,245;28,8;58;19,7;30,6;10,35;11.418;0;1230;5;98,9;60
Mayo;29;29/05/2017;6:00 p. m.;24;24,2;23,9;86;21,5;0;W;0;0,9;W;24;25,7;25,7;25;1012,4;0;0;0;0;5;0;0;0;0;0,236;28,6;61;20,4;30,6;10,95;11.419;0;1224;5;98,4;60
Mayo;29;29/05/2017;7:00 p. m.;23,9;24,1;23,9;86;21,5;0;W;0;0,4;W;23,9;25,7;25,7;24,9;1012,9;0,254;0;0;0;5;0;0;0;0;0,234;28,4;63;20,7;30,3;11,29;11.427;0;1201;5;96,5;60
Mayo;29;29/05/2017;8:00 p. m.;23,8;23,9;23,8;86;21,3;0;---;0;0;---;23,8;25,4;25,4;24,7;1013,5;0;0;0;0;0;0;0;0;0;0,227;28,2;65;21;30,2;11,7;11.437;0,0254;1173;5;94,3;60
Mayo;29;29/05/2017;9:00 p. m.;23,6;23,8;23,6;86;21,1;0;---;0;0;---;23,6;25;25;24,2;1014,2;0;0;0;0;0;0;0;0;0;0,218;27,9;67;21,2;30,1;12,1;11.449;0,0254;1205;5;96,9;60
Mayo;29;29/05/2017;10:00 p. m.;23,5;23,7;23,5;86;21;0;---;0;0;---;23,5;24,9;24,9;24,1;1013,7;0;0;0;0;0;0;0;0;0;0,215;27,8;68;21,3;29,9;12,31;11.448;0,0254;1168;5;93,9;60
Mayo;29;29/05/2017;11:00 p. m.;23,3;23,5;23,3;86;20,8;0;---;0;0;---;23,3;24,5;24,5;23,7;1013,6;0;0;0;0;0;0;0;0;0;0,206;27,6;69;21,4;29,6;12,49;11.455;0,0254;1188;5;95,5;60
Mayo;30;30/05/2017;12:00 a. m.;23,2;23,3;23,2;86;20,7;0;---;0;0;---;23,2;24,4;24,4;23,6;1012,6;0;0;0;0;0;0;0;0;0;0,201;27,4;70;21,5;29,6;12,77;11.445;0,0254;1184;5;95,2;60
Mayo;30;30/05/2017;1:00 a. m.;23,3;23,3;23,2;86;20,9;0;---;0;0;---;23,3;24,6;24,6;23,8;1011,7;0;0;0;0;0;0;0;0;0;0,208;27,2;71;21,5;29,2;13,01;11.443;0,0254;1148;5;92,3;60
Mayo;30;30/05/2017;2:00 a. m.;23,3;23,3;23,2;86;20,8;0;---;0;0;---;23,3;24,5;24,5;23,7;1011,2;0;0;0;0;0;0;0;0;0;0,206;27,1;72;21,6;29,2;13,25;11.439;0,0254;1151;5;92,5;60
Mayo;30;30/05/2017;3:00 a. m.;23,6;23,6;23,3;86;21,1;0;---;0;0;---;23,6;25;25;24,2;1011,3;0;0;0;0;0;0;0;0;0;0,218;27;72;21,5;28,9;13,25;11.447;0,0254;1142;5;91,8;60
Mayo;30;30/05/2017;4:00 a. m.;23,5;23,8;23,5;86;21;0;---;0;0;---;23,5;24,9;24,9;24,1;1011,6;0;0;0;0;0;0;0;0;0;0,215;26,9;73;21,7;28,9;13,64;11.448;0,0254;1137;5;91,4;60
Mayo;30;30/05/2017;5:00 a. m.;23;23,5;23;86;20,5;0;---;0;0;---;23;24,2;24,2;23,4;1011,5;0;0;0;0;0;0;0;0;0;0,194;26,8;73;21,6;28,8;13,64;11.454;0,0254;1147;5;92,2;60
Mayo;30;30/05/2017;6:00 a. m.;22,8;23,1;22,8;86;20,4;0;W;0;0,4;W;22,8;24,1;24,1;23,3;1011,8;0;0;3;0,26;14;0;0;0;0;0,187;26,7;74;21,7;28,7;13,95;11.460;0;1131;5;90,9;60
Mayo;30;30/05/2017;7:00 a. m.;23,6;23,7;22,8;87;21,3;0;---;0;0;---;23,6;25;25;25,4;1012,6;0,254;0;39;3,35;105;0;0;0;0;0,218;26,6;74;21,6;28,5;13,95;11.475;0,0254;1176;5;94,5;60
Mayo;30;30/05/2017;8:00 a. m.;25,1;25,1;23,6;83;22;0;W;0;0,9;W;25,1;26,9;26,9;29,4;1013;0;0;165;14,19;459;1,1;0,47;2,3;0;0,28;27;78;22,8;29,6;15,24;11.442;0,1016;1195;5;96,1;60
Mayo;30;30/05/2017;9:00 a. m.;27,8;27,8;25,1;75;22,9;0;SSE;0;1,8;SSE;27,8;30,8;30,8;36,9;1013,3;0;0;524;45,07;670;3,5;1,5;4,8;0;0,394;27,8;80;24,1;31,8;15,87;11.388;0,3302;1219;5;98;60
Mayo;30;30/05/2017;10:00 a. m.;30,1;30,1;27,8;69;23,7;0;SSE;0;1,8;SSE;30,1;35,1;35,1;41,7;1013,2;0;0;684;58,83;784;6,8;2,91;8,3;0;0,488;29,2;78;24,9;34,8;15,16;11.319;0,4572;1204;5;96,8;60
Mayo;30;30/05/2017;11:00 a. m.;32;32;29,9;66;24,8;0;NNW;0;1,8;SE;32;38,9;38,9;46,1;1012,8;0;0;844;72,59;932;9,9;4,24;11,2;0;0,569;30,8;75;25,9;38,1;14,15;11.231;0,5588;1236;5;99,4;60
Mayo;30;30/05/2017;12:00 p. m.;32,5;32,7;32;64;24,8;0,4;NNW;1,61;2,7;WNW;32,5;39,8;39,8;46,7;1012,3;0;0;924;79,47;1067;11,2;4,8;12,5;0;0,59;32,3;73;26,8;42,4;13,45;11.150;0,6096;1230;5;98,9;60
Mayo;30;30/05/2017;1:00 p. m.;32,6;33,2;32,3;66;25,4;0,4;NNW;1,61;2,2;NW;32,6;40,6;40,6;47,2;1011,7;0;0;641;55,13;1099;9;3,86;12,6;0;0,593;33,4;71;27,5;45,6;12,81;11.085;0,4572;1242;5;99,8;60
Mayo;30;30/05/2017;2:00 p. m.;33,8;33,8;32,6;60;24,9;0,4;NNW;1,61;2,2;NNW;33,8;41,7;41,7;48,1;1010,9;0;0;621;53,41;970;8,1;3,47;10,7;0;0,644;33,6;66;26,4;43,8;11,65;11.096;0,4318;1232;5;99;60
Mayo;30;30/05/2017;3:00 p. m.;33,3;34;33,3;58;23,9;0,9;NNW;3,22;2,7;NNW;33,3;39,9;39,9;46,5;1010,2;0;0;615;52,9;800;6;2,57;8,2;0;0,625;30,4;39;14,9;30,4;7,32;11.406;0,4572;1249;5;100;60
Mayo;30;30/05/2017;4:00 p. m.;33,2;33,7;33,2;61;24,7;0,9;NNW;3,22;3,6;SW;33,2;40,6;40,6;46,8;1009,7;0;0;436;37,5;664;3,2;1,37;4,8;0;0,62;29,4;36;12,8;29,1;6,75;11.463;0,3302;1232;5;99;60
Mayo;30;30/05/2017;5:00 p. m.;31,6;33,6;31,6;66;24,5;0,9;W;3,22;3,6;WSW;31,6;37,7;37,7;42,4;1009,9;0;0;259;22,28;457;1,4;0,6;2,3;0;0,553;31,1;41;16,3;31,3;7,65;11.357;0,2032;1271;5;100;60
Mayo;30;30/05/2017;6:00 p. m.;30,2;31,6;30,2;73;24,8;0;W;0;1,8;W;30,2;36,2;36,2;36,1;1009,9;0;0;61;5,25;120;0,1;0,04;0,6;0;0,493;32,3;50;20,5;35,2;9,05;11.250;0,0508;1275;5;100;60
Mayo;30;30/05/2017;7:00 p. m.;28,4;30,2;28,4;78;24,2;0;W;0;0,9;W;28,4;33,1;33,1;32,3;1010,5;0;0;6;0,52;32;0;0;0;0;0,421;31,9;55;21,7;35,7;9,76;11.250;0;1274;5;100;60
Mayo;30;30/05/2017;8:00 p. m.;27,7;28,4;27,7;80;24;0;S;0;0,9;W;27,7;31,5;31,5;30,6;1011,4;0;0;0;0;0;0;0;0;0;0,391;31,4;59;22,5;35,6;10,48;11.264;0,0254;1274;5;100;60
Mayo;30;30/05/2017;9:00 p. m.;26,7;27,7;26,7;83;23,5;0;---;0;0;---;26,7;29,6;29,6;28,6;1011;0;0;0;0;0;0;0;0;0;0,347;30,9;62;22,8;35,2;11;11.271;0,0254;1277;5;100;60
